Trial,Channel,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
11,10,2774.89742960309,3121.40429553416,129.92814042324,346.506865931075
11,19,3069.67779160087,3290.55004457031,169.145749036144,220.872252969432
11,5,29,3704.3129339806,413.762889410293,3675.3129339806
12,8,47,298.161561628885,298.161561628885,251.161561628885
12,4,23,532.009305541511,233.847743912626,509.009305541511
12,16,882.695999337957,1117.83744992771,585.828144386195,235.141450589749
12,2,816.695999337957,1325.94093290568,208.10348297797,509.244933567718
12,10,352.161561628885,1523.03337157153,197.092438665859,1170.87180994265
12,3,316.161561628885,1720.72858515573,197.695213584194,1404.56702352684
12,19,406.161561628885,1882.00761036089,161.279025205166,1475.84604873201
12,18,400.161561628885,2033.02105594835,151.013445587452,1632.85949431946
12,15,382.161561628885,2213.52799551505,180.5069395667,1831.36643388616
12,11,65,2326.94244897531,113.414453460262,2261.94244897531
12,1,5,2460.81637712089,133.873928145581,2455.81637712089
12,6,35,2776.44750344002,315.63112631913,2741.44750344002
12,14,83,3093.14448144204,316.696978002023,3010.14448144204
12,7,41,3186.79622911083,93.6517476687854,3145.79622911083
12,13,77,3312.28015747598,125.483928365153,3235.28015747598
13,6,35,381.368870546957,381.368870546957,346.368870546957
13,18,107,589.435804874127,208.06693432717,482.435804874127
13,16,471.368870546957,811.970996634728,222.535191760601,340.602126087771
13,12,447.368870546957,929.964438370979,117.993441736251,482.595567824022
13,9,1138.1120958637,1235.97935673634,306.014918365365,97.8672608726399
13,2,1108.1120958637,1487.05883098986,251.079474253516,378.946735126156
13,1,5,1910.55004069265,423.491209702795,1905.55004069265
13,15,89,2060.60184387894,150.051803186288,1971.60184387894
13,20,119,2263.12476732601,202.522923447071,2144.12476732601
13,8,2772.57091604094,2849.03870488408,585.913937558067,76.4677888431397
13,14,83,3095.24698742163,246.208282537544,3012.24698742163
13,4,23,3200.32948700953,105.082499587909,3177.32948700953
13,13,77,3269.29961471851,68.9701277089771,3192.29961471851
13,5,3320.27451302289,3441.08331890167,171.783704183159,120.808805878781
13,17,477.368870546957,3671.67094681723,230.587627915562,3194.30207627028
14,2,11,355.74991658683,355.74991658683,344.74991658683
14,13,77,573.464973310569,217.715056723739,496.464973310569
14,8,397.74991658683,842.835914638889,269.37094132832,445.085998052059
14,16,908.835914638889,1101.77848055944,258.942565920555,192.942565920555
14,5,860.835914638889,1250.67437692055,148.895896361101,389.838462281656
14,7,1268.67437692055,1539.33869726598,288.664320345434,270.664320345434
14,4,1766.16458768547,2056.37064256569,517.031945299713,290.206054880221
14,6,35,2493.36284624275,436.992203677061,2458.36284624275
14,19,2783.53232306198,2866.17557089344,372.812724650683,82.6432478314587
14,1,2735.53232306198,3034.0772730673,167.901702173868,298.544950005326
14,15,439.74991658683,3598.28080814064,564.203535073334,3158.53089155381
14,3,17,3729.23070957351,130.949901432867,3712.23070957351
15,2,11,436.780931256881,436.780931256881,425.780931256881
15,15,89,575.010765803447,138.229834546567,486.010765803447
15,18,107,783.648403772531,208.637637969084,676.648403772531
15,1,5,1072.68627580047,289.037872027943,1067.68627580047
15,3,448.780931256881,2127.46283299843,1054.77655719795,1678.68190174155
15,6,466.780931256881,2603.06844623799,475.605613239565,2136.28751498111
15,4,454.780931256881,2823.62051716924,220.552070931241,2368.83958591235
15,14,514.780931256881,2938.08447200539,114.463954836156,2423.30354074851
15,20,3362.41065760834,3423.84853768287,485.76406567748,61.4378800745308
15,12,3338.41065760834,3682.30444804325,258.455910360383,343.893790434914
16,3,17,412.871243605839,412.871243605839,395.871243605839
16,13,77,602.428739271108,189.557495665269,525.428739271108
16,18,107,786.69961143773,184.270872166622,679.69961143773
16,12,71,898.112629134162,111.413017696432,827.112629134162
16,10,656.428739271108,1198.80806217869,300.695433044528,542.379322907582
16,8,644.428739271108,1452.80742078874,253.99935861005,808.378681517632
16,17,1518.80742078874,1616.28776185875,163.480341070014,97.4803410700138
16,2,11,2150.83562355853,534.547861699772,2139.83562355853
16,14,2092.06085111137,2352.7569179764,201.921294417871,260.696066865027
16,1,2050.06085111137,2609.12642085917,256.369502882777,559.065569747804
16,20,119,2697.1319337399,88.0055128807317,2578.1319337399
16,4,23,3017.68496551838,320.55303177847,2994.68496551838
16,9,3301.22284945172,3535.92249522779,518.237529709419,234.69964577607
16,11,65,3613.61447211464,77.6919768868429,3548.61447211464
17,11,65,336.269261214244,336.269261214244,271.269261214244
17,12,71,578.929389284324,242.66012807008,507.929389284324
17,7,41,611.873103069605,32.943713785281,570.873103069605
17,14,83,778.157844751024,166.284741681419,695.157844751024
17,16,95,864.394412261235,86.2365675102116,769.394412261235
17,1,622.873103069605,1081.28354960677,216.88913734553,458.410446537161
17,6,372.269261214244,1442.49625912067,361.212709513907,1070.22699790643
17,8,2325.64201498154,2437.6944753876,995.198216266925,112.052460406053
17,10,59,2675.62134481725,237.926869429656,2616.62134481725
17,13,77,2721.31995347702,45.6986086597717,2644.31995347702
17,9,53,2961.46129223827,240.141338761247,2908.46129223827
17,2,11,3171.91741059611,210.456118357843,3160.91741059611
17,17,694.873103069605,3402.48408227847,230.566671682361,2707.61097920887
18,9,53,310.453254573288,310.453254573288,257.453254573288
18,10,59,800.644619478457,490.191364905169,741.644619478457
18,6,35,1273.46095679765,472.816337319189,1238.46095679765
18,1,5,1369.53161979369,96.0706629960398,1364.53161979369
18,7,1037.70976655634,1529.02303440159,159.491414607907,491.313267845254
18,14,1067.70976655634,1657.25038746681,128.22735306522,589.540620910474
18,2,11,2049.42749343734,392.177105970528,2038.42749343734
18,13,2310.95697687087,2514.73821905362,465.310725616274,203.781242182749
18,19,113,2672.82183085266,158.083611799046,2559.82183085266
18,17,3014.3086540524,3106.44196522827,433.620134375607,92.1333111758722
19,6,35,423.61609162528,423.61609162528,388.61609162528
19,14,501.61609162528,786.526541323723,362.910449698443,284.910449698443
19,17,1146.53431301626,1429.02314269101,642.496601367286,282.488829674749
19,7,41,1567.73180072575,138.70865803474,1526.73180072575
19,1,1435.02314269101,1668.21401747678,100.482216751028,233.190874785768
