Trial,Algorithm,Error,N,Cleared,Total_s,Average_s,Runtime_s,Complete,Move_s,Switch_s,Measure_s,OpticalLaser_s,FinalCheck_s,AnchorRadius_m
122,base,,16,16,3468.8808740949,216.805054630931,0.213857125,1,2799.8808740949,93,490,86,0,NaN
122,optimized,,16,16,3384.25422151218,211.515888844511,0.116723333333333,1,2458.25422151218,132,705,89,0,1200
123,base,,15,15,4141.642933067,276.109528871133,0.102011375,1,3298.64293306699,122,640,81,199.005667613436,NaN
123,optimized,,15,15,3628.39743769827,241.893162513218,0.112220625,1,2757.39743769827,126,670,75,289.955219553824,1200
124,base,,13,13,3670.75421011107,282.365708470082,0.1042765,1,2747.75421011107,136,710,77,156.836196794632,NaN
124,optimized,,13,13,3499.70516653598,269.208089733537,0.124842958333333,1,2622.70516653598,128,675,74,117.97471372347,1200
125,base,,11,11,3923.14474525938,356.649522296307,0.101144833333333,1,2917.14474525938,150,795,61,0,NaN
125,optimized,,11,11,3798.79288976222,345.344808160202,0.116575666666667,1,2905.79288976222,133,705,55,0,1200
126,base,,10,10,3568.66194289234,356.866194289234,0.106248875,1,2455.66194289234,168,895,50,218.046588831101,NaN
126,optimized,,10,10,3202.78426295299,320.278426295299,0.107864708333333,1,2447.78426295299,112,590,53,0,1260
127,base,,10,10,3975.12296877561,397.512296877561,0.101948458333333,1,2903.12296877562,162,860,50,342.051943820255,NaN
127,optimized,,10,10,3202.43447056568,320.243447056568,0.105895291666667,1,2398.43447056568,118,630,56,0,1200
128,base,,11,11,3598.05560772438,327.09596433858,0.109330916666667,1,2547.05560772438,158,835,58,297.43014875577,NaN
128,optimized,,11,11,3347.36307082151,304.305733711046,0.108008333333333,1,2417.36307082151,139,730,61,0,1200
129,base,,14,14,3628.82660939068,259.201900670763,0.122286125,1,2753.82660939068,129,670,76,0,NaN
129,optimized,,14,14,3480.58853172557,248.613466551826,0.108338083333333,1,2622.58853172557,125,660,73,0,1200
130,base,,13,13,3516.65100445252,270.511615727117,0.104428666666667,1,2361.65100445252,172,915,68,139.685728072435,NaN
130,optimized,,13,13,3646.31705316098,280.485927166229,0.113806625,1,2482.31705316098,173,920,71,135.46235948956,1320
131,base,,12,12,3316.98061605244,276.415051337704,0.108215333333333,1,2355.98061605244,143,755,63,343.719280895226,NaN
131,optimized,,12,12,3058.69564195452,254.89130349621,0.122612416666667,1,2213.69564195452,122,660,63,311.215675235516,1200
132,base,,14,14,3898.88312000176,278.491651428697,0.106553666666667,1,3003.88312000176,130,695,70,0,NaN
132,optimized,,14,14,3875.67770074586,276.834121481847,0.111670833333333,1,2894.67770074586,143,765,73,197.580076847712,1200
133,base,,14,14,4051.30826447283,289.379161748059,0.111069291666667,1,3263.30826447283,110,605,73,0,NaN
133,optimized,,14,14,3795.4863246056,271.106166043257,0.125757583333333,1,3114.4863246056,92,510,79,158.630394446981,1200
134,base,,15,15,3598.12441733733,239.874961155822,0.124675333333333,1,2765.12441733733,120,635,78,249.762899435472,NaN
134,optimized,,15,15,3688.22985588016,245.881990392011,0.1263685,1,2904.22985588016,110,590,84,0,1200
135,base,,10,10,4188.82016459242,418.882016459242,0.106764958333333,1,3138.82016459242,160,840,50,621.128312415221,NaN
135,optimized,,10,10,3497.82944655298,349.782944655298,0.117930458333333,1,2637.82944655298,130,680,50,340.3808294849,1260
136,base,,10,10,3724.58050711738,372.458050711739,0.100821208333333,1,2759.58050711738,145,770,50,0,NaN
136,optimized,,10,10,3166.38646133015,316.638646133015,0.109233333333333,1,2177.38646133015,146,790,53,0,1320
137,base,,16,16,3667.36535024791,229.210334390495,0.103778166666667,1,2844.36535024791,117,620,86,0,NaN
137,optimized,,16,16,3409.16057860287,213.072536162679,0.108789375,1,2520.16057860287,126,680,83,0,1200
138,base,,13,13,3461.97361489562,266.305662684279,0.11329875,1,2561.97361489562,132,700,68,314.296256819601,NaN
138,optimized,,13,13,3387.03645130972,260.541265485363,0.108657458333333,1,2458.03645130972,135,720,74,192.929951523944,1200
139,base,,12,12,3725.7942303813,310.482852531775,0.110412291666667,1,2739.7942303813,148,775,63,130.108627217791,NaN
139,optimized,,12,12,3281.88183319036,273.490152765863,0.112670416666667,1,2411.88183319035,130,680,60,301.544574743603,1200
140,base,,10,10,3874.84351572807,387.484351572807,0.103715041666667,1,2752.84351572807,168,895,59,275.482909843161,NaN
140,optimized,,10,10,3319.10163160659,331.910163160659,0.103808875,1,2348.10163160659,148,770,53,329.756340997027,1200
141,base,,11,11,3869.91792351358,351.810720319417,0.0978272083333333,1,3035.91792351358,124,655,55,0,NaN
141,optimized,,11,11,3422.12932249842,311.102665681675,0.12140725,1,2467.12932249842,147,750,58,0,1200
142,base,,10,10,3396.29853136202,339.629853136202,0.102620041666667,1,2474.29853136202,139,730,53,0,NaN
142,optimized,,10,10,3256.2826349852,325.62826349852,0.110981166666667,1,2337.2826349852,139,730,50,0,1260
143,base,,12,12,3932.70753268541,327.725627723784,0.100489083333333,1,3013.70753268541,136,720,63,171.626509867462,NaN
143,optimized,,12,12,3621.36040461213,301.780033717677,0.1080715,1,2707.36040461213,136,715,63,132.735571591658,1260
144,base,,13,13,3757.52082313784,289.040063318296,0.10138075,1,2863.52082313784,129,685,80,0,NaN
144,optimized,,13,13,3391.16430853919,260.858792964553,0.106986958333333,1,2539.16430853919,123,655,74,0,1260
145,base,,15,15,3858.36292233027,257.224194822018,0.112102458333333,1,3031.36292233027,121,625,81,0,NaN
145,optimized,,15,15,3733.65010857992,248.910007238662,0.143128083333333,1,2895.65010857992,119,635,84,0,1200
146,base,,13,13,3925.1357262995,301.933517407654,0.129281916666667,1,2911.1357262995,148,795,71,41,NaN
146,optimized,,13,13,3561.182646354,273.937126642615,0.123885583333333,1,2743.182646354,117,630,71,0,1200
147,base,,10,10,3470.22119756472,347.022119756472,0.124083833333333,1,2416.22119756472,161,840,53,322.719682021755,NaN
147,optimized,,10,10,3397.46910343183,339.746910343183,0.118111833333333,1,2413.46910343183,147,775,62,298.58522481195,1320
148,base,,15,15,3699.71600417626,246.647733611751,0.122462833333333,1,2840.71600417626,122,650,87,177.198013816999,NaN
148,optimized,,15,15,3318.36990419851,221.2246602799,0.136918458333333,1,2567.36990419851,104,560,87,0,1200
149,base,,13,13,4270.69555088288,328.515042375606,0.111589833333333,1,3246.69555088288,151,805,68,42,NaN
149,optimized,,13,13,3359.72270960849,258.440208431422,0.107311208333333,1,2567.72270960849,117,610,65,0,1200
150,base,,16,16,3297.07775251944,206.067359532465,0.10153075,1,2462.07775251944,121,625,89,0,NaN
150,optimized,,16,16,3135.25954120344,195.953721325215,0.136652125,1,2377.25954120344,106,560,92,0,1200
151,base,,15,15,4007.46655752977,267.164437168651,0.132783208333333,1,3233.46655752977,109,590,75,0,NaN
151,optimized,,15,15,3642.33307626829,242.822205084553,0.140133708333333,1,2803.33307626829,119,645,75,240.517604477931,1200
152,base,,16,16,3897.49902606549,243.593689129093,0.120061625,1,3086.49902606549,116,615,80,0,NaN
152,optimized,,16,16,3260.78031047173,203.798769404483,0.120247375,1,2505.78031047173,104,565,86,0,1200
153,base,,11,11,3511.3873327792,319.217030252655,0.109181666666667,1,2499.3873327792,154,800,58,204.106794301255,NaN
153,optimized,,11,11,3154.41631779282,286.765119799347,0.11072775,1,2143.41631779282,151,805,55,0,1200
154,base,,11,11,3532.85734875428,321.168849886753,0.102568083333333,1,2552.85734875428,147,775,58,395.010427896103,NaN
154,optimized,,11,11,3415.96558515996,310.542325923633,0.114967458333333,1,2481.96558515996,139,740,55,0,1200
155,base,,11,11,3299.28095131655,299.934631937868,0.111539166666667,1,2316.28095131655,147,775,61,216.191018130985,NaN
155,optimized,,11,11,2876.79176283931,261.526523894482,0.122726541666667,1,1992.7917628393,131,695,58,0,1200
156,base,,11,11,3497.13002094712,317.920910995193,0.103298916666667,1,2608.13002094712,133,695,61,54,NaN
156,optimized,,11,11,3140.10057810401,285.463688918546,0.108132541666667,1,2306.10057810401,123,650,61,54,1200
157,base,,12,12,3403.54897774418,283.629081478682,0.107977083333333,1,2491.54897774418,134,715,63,235.916627060057,NaN
157,optimized,,12,12,3060.75604941436,255.063004117863,0.107375,1,2222.75604941436,123,655,60,0,1200
158,base,,16,16,3838.41327001922,239.900829376201,0.114833166666667,1,2919.41327001922,131,705,83,0,NaN
158,optimized,,16,16,3808.65511080997,238.040944425623,0.151090916666667,1,3064.65511080997,104,560,80,0,1200
159,base,,14,14,3967.81582495945,283.415416068532,0.13688475,1,2877.81582495945,159,855,76,211.692875706672,NaN
159,optimized,,14,14,3904.12984604214,278.866417574438,0.1328175,1,2955.12984604214,139,740,70,0,1200
160,base,,10,10,3555.74496040667,355.574496040667,0.110343333333333,1,2574.74496040667,148,780,53,175.647987921934,NaN
160,optimized,,10,10,2839.1667006513,283.91667006513,0.111748333333333,1,1993.1667006513,128,665,53,160.85358169777,1200
161,base,,10,10,3434.52520330711,343.452520330711,0.113634208333333,1,2486.52520330711,145,750,53,539.932275464661,NaN
161,optimized,,10,10,3291.44223122219,329.144223122219,0.128391375,1,2257.44223122219,159,825,50,222.543843401941,1200
162,base,,11,11,3413.43452586336,310.312229623942,0.128583291666667,1,2488.43452586336,137,730,58,0,NaN
162,optimized,,11,11,3730.60474995393,339.145886359448,0.129190541666667,1,2697.60474995393,153,825,55,0,1200
163,base,,12,12,3860.71665719006,321.726388099172,0.123479916666667,1,2946.71665719006,135,710,69,277.897058658321,NaN
163,optimized,,12,12,3663.63235827433,305.302696522861,0.129299041666667,1,2871.63235827433,114,615,63,197.759164317987,1200
164,base,,10,10,3628.73465454256,362.873465454256,0.109114458333333,1,2482.73465454256,173,920,53,327.246153418581,NaN
164,optimized,,10,10,3500.53305603372,350.053305603372,0.106860833333333,1,2428.53305603372,161,855,56,232.206559419899,1200
165,base,,12,12,3977.36001015497,331.446667512914,0.0987885,1,2982.36001015497,147,785,63,318.742993712369,NaN
165,optimized,,12,12,3566.29469781729,297.191224818107,0.107761125,1,2597.29469781729,143,760,66,0,1200
166,base,,14,14,4154.1212361434,296.722945438814,0.108684333333333,1,3222.12123614339,135,715,82,0,NaN
166,optimized,,14,14,3667.65456339825,261.975325957018,0.108827708333333,1,2648.65456339825,151,795,73,0,1260
167,base,,12,12,3326.87445851627,277.239538209689,0.1003245,1,2447.87445851627,128,685,66,48,NaN
167,optimized,,12,12,3139.1510383509,261.595919862575,0.114343125,1,2219.1510383509,137,720,63,0,1200
168,base,,12,12,3487.96957892198,290.664131576832,0.115743458333333,1,2529.96957892198,143,755,60,0,NaN
168,optimized,,12,12,3807.94845441238,317.329037867698,0.109863041666667,1,2888.94845441238,133,720,66,353.041508961454,1260
169,base,,12,12,3666.39033303418,305.532527752849,0.101445291666667,1,2760.39033303418,132,705,69,0,NaN
169,optimized,,12,12,3212.35205450404,267.696004542003,0.132282166666667,1,2330.35205450404,128,685,69,147.297314748592,1200
170,base,,13,13,3450.29583516567,265.407371935821,0.114935416666667,1,2501.29583516567,139,745,65,0,NaN
170,optimized,,13,13,3175.55735545027,244.273642726944,0.115229958333333,1,2298.55735545027,127,685,65,176.488621358482,1200
171,base,,12,12,3445.47748288337,287.123123573615,0.106424625,1,2653.47748288337,119,610,63,0,NaN
171,optimized,,12,12,3450.43269782132,287.536058151777,0.115571708333333,1,2542.43269782132,135,710,63,0,1200
172,base,,13,13,3424.98804594553,263.460618918887,0.106413333333333,1,2477.98804594553,142,740,65,237.41762834097,NaN
172,optimized,,13,13,3562.65793641817,274.050610493705,0.129489375,1,2542.65793641817,152,800,68,247.867768233936,1200
173,base,,15,15,3921.72271941191,261.448181294127,0.117965958333333,1,3006.72271941191,133,695,87,0,NaN
173,optimized,,15,15,3352.14896089868,223.476597393245,0.124782583333333,1,2536.14896089868,114,615,87,0,1200
174,base,,10,10,3689.31703257794,368.931703257794,0.171733291666667,1,2572.31703257794,170,885,62,60,NaN
174,optimized,,10,10,3676.36488029058,367.636488029058,0.145064791666667,1,2573.36488029058,169,875,59,60,1320
175,base,,15,15,3867.46786979557,257.831191319705,0.107825708333333,1,2983.46786979557,126,680,78,590.114698080773,NaN
175,optimized,,15,15,3796.85062391514,253.123374927676,0.109907833333333,1,2879.85062391514,131,705,81,248.737728984011,1260
176,base,,14,14,3403.29205823131,243.092289873665,0.106883416666667,1,2513.29205823131,129,685,76,254.100488816661,NaN
176,optimized,,14,14,3288.83002206832,234.916430147737,0.156586208333333,1,2537.83002206832,108,570,73,0,1200
177,base,,13,13,4052.76182747337,311.750909805644,0.124650125,1,3193.76182747337,126,665,68,178.982927529702,NaN
177,optimized,,13,13,3426.12193859896,263.547841430689,0.112457958333333,1,2434.12193859896,144,780,68,0,1200
178,base,,16,16,3550.72583217293,221.920364510808,0.103721333333333,1,2818.72583217293,99,550,83,0,NaN
178,optimized,,16,16,3714.69813592403,232.168633495252,0.109149416666667,1,2789.69813592403,135,710,80,0,1200
179,base,,10,10,3698.35226092454,369.835226092454,0.102181583333333,1,2674.35226092454,153,815,56,0,NaN
179,optimized,,10,10,3795.42576951672,379.542576951672,0.10801025,1,2563.42576951672,187,995,50,60,1320
180,base,,14,14,3336.19432990484,238.299594993203,0.110370041666667,1,2616.19432990484,102,545,73,196.963791367002,NaN
180,optimized,,14,14,3800.5039873855,271.464570527536,0.124638541666667,1,3033.5039873855,109,585,73,0,1200
181,base,,15,15,3943.64851719335,262.909901146223,0.11415925,1,3171.64851719335,111,580,81,0,NaN
181,optimized,,15,15,3703.07218098899,246.871478732599,0.1153275,1,2975.07218098899,102,545,81,0,1200
182,base,,15,15,4163.83811375963,277.589207583976,0.10439825,1,3181.83811375963,141,760,81,0,NaN
182,optimized,,15,15,3648.35939517731,243.223959678488,0.106646791666667,1,2868.35939517731,109,590,81,0,1200
183,base,,13,13,3687.75032323945,283.67310178765,0.103679208333333,1,2741.75032323944,137,735,74,42,NaN
183,optimized,,13,13,3625.1691722256,278.859167094277,0.115809375,1,2565.1691722256,159,830,71,0,1200
184,base,,11,11,3605.8040338857,327.800366716882,0.1392005,1,2676.8040338857,138,730,61,512.322668000139,NaN
184,optimized,,11,11,3246.41957169223,295.129051972021,0.136883708333333,1,2417.41957169223,123,645,61,419.309409510743,1200
185,base,,10,10,3880.97795095515,388.097795095515,0.112852708333333,1,2682.97795095515,180,965,53,60,NaN
185,optimized,,10,10,3694.30324930794,369.430324930794,0.1197455,1,2510.30324930794,181,950,53,60,1380
186,base,,10,10,3996.78895924667,399.678895924667,0.105519833333333,1,3125.78895924667,131,690,50,0,NaN
186,optimized,,10,10,3250.31198171203,325.031198171203,0.108499333333333,1,2373.31198171203,130,685,62,0,1200
187,base,,15,15,4197.50218571515,279.833479047676,0.110533958333333,1,3402.50218571515,114,600,81,0,NaN
187,optimized,,15,15,3721.58029281247,248.105352854165,0.116420208333333,1,2923.58029281247,114,600,84,0,1200
188,base,,10,10,3501.41419170761,350.141419170761,0.104452875,1,2509.41419170761,151,785,56,0,NaN
188,optimized,,10,10,3259.44062969125,325.944062969125,0.107338125,1,2455.44062969125,119,620,65,0,1200
189,base,,16,16,3710.62106200476,231.913816375297,0.125365416666667,1,2859.62106200476,123,645,83,0,NaN
189,optimized,,16,16,3603.99116844268,225.249448027667,0.136915,1,2862.99116844268,106,555,80,0,1200
190,base,,14,14,3560.93769719479,254.352692656771,0.1094405,1,2715.93769719479,122,650,73,0,NaN
190,optimized,,14,14,3314.99687027093,236.785490733638,0.111049083333333,1,2493.99687027093,118,630,73,0,1200
191,base,,10,10,3621.88127626539,362.188127626539,0.102544291666667,1,2391.88127626539,188,980,62,319.555427915095,NaN
191,optimized,,10,10,3036.40283340875,303.640283340875,0.105544125,1,2215.40283340875,122,640,59,581.119887313042,1200
192,base,,13,13,3652.05994979401,280.927688445693,0.116387708333333,1,2686.05994979401,143,755,68,187.072207860437,NaN
192,optimized,,13,13,3237.33252533012,249.025578871547,0.11381725,1,2339.33252533012,132,695,71,0,1200
193,base,,10,10,3665.31169998104,366.531169998104,0.106621041666667,1,2826.31169998104,125,655,59,0,NaN
193,optimized,,10,10,3398.52850560703,339.852850560703,0.106297,1,2550.52850560703,126,660,62,0,1320
194,base,,12,12,4064.66719137198,338.722265947665,0.102835833333333,1,3201.66719137198,125,675,63,310.844049077756,NaN
194,optimized,,12,12,3488.31214864305,290.692679053588,0.103986375,1,2653.31214864305,124,645,66,0,1200
195,base,,12,12,3503.48504572146,291.957087143455,0.102402458333333,1,2547.48504572146,140,750,66,307.619288163174,NaN
195,optimized,,12,12,3153.36543445547,262.780452871289,0.106948375,1,2202.36543445547,140,745,66,0,1200
196,base,,16,16,4193.73320267384,262.108325167115,0.103277208333333,1,3333.73320267384,124,650,86,0,NaN
196,optimized,,16,16,3543.84530452594,221.490331532871,0.119627958333333,1,2697.84530452594,120,640,86,0,1200
197,base,,12,12,3712.35003748191,309.362503123493,0.103300166666667,1,2724.35003748191,145,780,63,258.158190728135,NaN
197,optimized,,12,12,3357.36006889044,279.78000574087,0.111237166666667,1,2377.36006889044,147,770,63,0,1260
198,base,,14,14,3922.28127387026,280.16294813359,0.104725458333333,1,3024.28127387026,128,700,70,447.744283758517,NaN
198,optimized,,14,14,3697.76561908229,264.126115648735,0.115338333333333,1,2790.76561908229,131,700,76,0,1200
199,base,,10,10,3381.65410675758,338.165410675758,0.106724375,1,2448.65410675758,140,740,53,0,NaN
199,optimized,,10,10,3092.00786952987,309.200786952987,0.105857208333333,1,2222.00786952987,129,685,56,0,1200
200,base,,14,14,3840.64279686297,274.331628347355,0.105590458333333,1,2987.64279686297,120,660,73,0,NaN
200,optimized,,14,14,3789.68956009424,270.692111435303,0.113444916666667,1,3034.68956009424,104,575,76,0,1200
