Trial,Channel,IsDirectional,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
10,17,1,1203.12399975509,1569.81223061152,156.223401804181,366.688230856422
10,1,1,2030.1879953582,2251.07496368299,681.262733071471,220.886968324792
10,15,1,2435.21614133642,2565.85682694011,314.781863257119,130.640685603684
10,19,0,3799.34587749696,4008.56927993271,1442.71245299261,209.223402435749
10,13,0,3593.994640358,4252.52308123918,243.953801306471,658.528440881178
10,8,1,4112.87690463741,4669.24386774213,416.720786502945,556.366963104719
10,4,0,3358.64340321905,4866.2026405032,196.958772761074,1507.55923728416
10,9,0,3382.64340321905,4915.50000444524,49.297363942037,1532.85660122619
10,11,1,5071.70136037394,5193.46674875518,277.966744309945,121.765388381245
10,20,1,5364.09020288231,5857.54518766229,664.078438907102,493.454984779981
10,16,1,1808.10898771171,7024.35244515088,1166.80725748859,5216.24345743917
10,6,1,1143.12399975509,7389.48396664459,365.131521493709,6246.35996688949
10,5,1,7795.78811844439,8050.99242175695,661.508455112364,255.204303312562
11,3,0,1853.45865997271,2159.83379322706,2159.83379322706,306.375133254355
11,18,1,2655.92318464778,2844.24011884796,684.4063256209,188.316934200177
11,19,1,3085.76411145306,3294.37683535737,450.136716509406,208.612723904306
11,14,1,3526.39059877035,3742.85542782259,448.478592465222,216.46482905224
11,8,1,3490.39059877035,3920.95651491881,178.101087096225,430.565916148465
11,7,1,3484.39059877035,4155.47919019044,234.522675271621,671.088591420086
11,4,1,4343.16459974246,4642.22100820296,486.741818012526,299.056408460498
11,1,1,4846.40670420209,5151.46311266259,509.242104459629,305.056408460498
11,5,1,5893.78236037539,6062.85673549376,911.393622831171,169.074375118376
11,16,1,6237.91005231176,6452.52277621607,389.666040722303,214.612723904304
12,1,0,1189.40494855583,1517.20571279727,1517.20571279727,327.800764241435
12,16,1,1945.28281412306,2155.7476431753,638.541930378033,210.464829052241
12,18,1,1957.28281412306,2323.09130957669,167.343666401385,365.808495453626
12,17,1,2875.1686567745,3073.63348582675,750.54217625006,198.464829052241
12,3,1,3526.46748172995,3786.78441593013,713.15093010338,260.316934200177
12,2,1,3932.34533454618,4249.40174300668,462.617327076557,317.056408460498
12,13,1,1927.28281412306,5917.68870539929,1668.2869623926,3990.40589127623
