Trial,Channel,IsDirectional,Discovery_s,Clear_s,ClearInterval_s,DiscoveryToClear_s
24,2,1,11,2313.89512130705,255.709048099422,2302.89512130705
24,1,1,2547.47153688619,2939.44206210054,625.546940793491,391.970525214351
24,9,1,53,3326.51335529435,387.071293193813,3273.51335529435
24,13,0,420.20780262129,3956.48999503167,629.976639737317,3536.28219241038
24,15,0,649.559039760248,4533.54772777574,577.057732744065,3883.98868801549
24,12,1,1054.26151403816,5394.40518502747,860.857457251735,4340.14367098931
24,6,1,1507.04408842579,5953.60902752426,559.203842496792,4446.56493909847
25,3,0,17,384.223441096644,384.223441096644,367.223441096644
25,20,1,1396.85476923115,1649.21308180499,1264.98964070835,252.358312573842
25,19,0,113,2408.07881967912,758.865737874122,2295.07881967912
25,18,0,2128.77333970786,2616.02080332558,207.941983646463,487.24746361772
25,6,1,2262.12457684682,2953.62396065001,337.60315732443,691.499383803191
25,1,0,1083.50353209219,3869.68258707342,916.058626423414,2786.17905498123
25,16,1,1378.85476923115,4226.60448418394,356.921897110517,2847.74971495279
25,7,0,690.801057814278,4637.43641289718,410.831928713242,3946.6353550829
25,10,1,491.44982067532,5257.1857986892,619.749385792017,4765.73597801388
25,8,1,479.44982067532,5420.73674234482,163.550943655619,4941.2869216695
25,2,0,11,6049.0089149227,628.272172577887,6038.0089149227
26,5,0,29,334.054874581597,334.054874581597,305.054874581597
26,14,1,1481.23303044082,1951.56239121017,1617.50751662857,470.329360769355
26,16,0,95,1974.99957735482,23.4371861446457,1879.99957735482
26,8,0,47,2139.92430232206,164.924724967239,2092.92430232206
26,9,0,2274.29990377233,2499.6620283595,359.737726037448,225.362124587169
26,10,1,2280.29990377233,2684.54483703368,184.882808674173,404.244933261342
26,4,0,1825.93550471873,2889.87376036668,205.328923333001,1063.93825564795
26,6,0,1027.5305561629,3891.79009797418,1001.91633760751,2864.25954181128
26,20,0,119,4560.0111380065,668.221040032315,4441.0111380065
26,11,0,417.476844746026,4628.96339447692,68.9522564704203,4211.48654973089
26,7,0,393.476844746026,5390.45051886788,761.487124390957,4996.97367412185
26,15,0,2298.29990377233,5693.25643864526,302.805919777387,3394.95653487293
26,17,0,2117.26529135653,5892.42656076223,199.17012211697,3775.1612694057
26,3,0,17,6190.11333395822,297.686773195986,6173.11333395822
26,13,0,77,6239.41228153135,49.2989475731265,6162.41228153135
