Trial,Algorithm,Error,N,Directional,Cleared,Total_s,Average_s,Runtime_s,Complete,Move_s,Switch_s,Measure_s,OpticalLaser_s,StationsVisited,Fallbacks,RaySweeps,DirectionObservations,GlobalMove_s,LocalMove_s,ConfirmedDirectional,OmniRefinements
70,split,,11,4,11,6896.67544807673,626.970495279703,0.13364,1,4481.67544807672,364,1930,121,25,0,3,45,3083.84492627974,1397.83052179699,3,0
71,base,,13,6,13,6990.4625401189,537.727887701454,0.133663208333333,1,4689.4625401189,332,1790,179,25,0,6,33,2862.01825623571,1827.44428388319,NaN,NaN
71,split,,13,6,13,6990.4625401189,537.727887701454,0.127713583333333,1,4689.4625401189,332,1790,179,25,0,6,33,2862.01825623571,1827.44428388319,2,0
72,base,,15,3,15,6825.58235712764,455.03882380851,0.130867291666667,1,4908.58235712764,265,1445,207,25,0,6,50,2925.68602022432,1982.89633690331,NaN,NaN
72,split,,15,3,15,6720.03415041933,448.002276694622,0.122887833333333,1,4875.03415041933,263,1435,147,25,0,4,48,2926.34881642719,1948.68533399213,1,0
73,base,,14,1,14,7213.22304122835,515.230217230596,0.132148125,1,4880.22304122835,315,1690,328,25,0,9,46,2845.83270370436,2034.39033752399,NaN,NaN
73,split,,14,1,14,7001.08650946811,500.077607819151,0.134757708333333,1,4849.08650946812,312,1680,160,25,0,4,44,2848.49151043232,2000.59499903579,1,1
74,base,,14,3,14,7172.80567577445,512.343262555318,0.138992791666667,1,5257.80567577445,272,1480,163,25,0,6,55,3689.49831490576,1568.3073608687,NaN,NaN
74,split,,14,3,14,7144.35381587381,510.310986848129,0.135043875,1,5256.35381587381,272,1480,136,25,0,4,55,3689.32788240741,1567.02593346641,1,0
75,base,,11,3,11,6788.51612098617,617.137829180561,0.137169291666667,1,4332.51612098616,358,1905,193,25,0,6,41,3298.01921113496,1034.4969098512,NaN,NaN
75,split,,11,3,11,6628.42887976051,602.584443614592,0.135192541666667,1,4274.42887976051,358,1905,91,25,0,3,41,3300.38114116147,974.047738599035,1,0
76,base,,11,9,11,7566.90127503943,687.900115912675,0.144377541666667,1,5041.90127503943,362,1925,238,25,0,8,30,3042.86783953654,1999.03343550289,NaN,NaN
76,split,,11,9,11,7534.83938865727,684.985398968843,0.127771333333333,1,5038.83938865727,364,1930,202,25,0,7,31,3042.72422399618,1996.11516466109,4,1
77,base,,15,2,15,6807.48592288387,453.832394858925,0.12461,1,5112.48592288387,225,1260,210,25,0,5,49,2980.08311149381,2132.40281139007,NaN,NaN
77,split,,15,2,15,6386.1528308389,425.743522055927,0.127567541666667,1,4782.1528308389,221,1245,138,25,0,3,46,2980.01771048909,1802.13512034981,1,0
78,base,,10,8,10,7055.43381781608,705.543381781608,0.130361,1,4698.43381781608,345,1830,182,25,0,6,30,3162.32855528219,1536.10526253388,NaN,NaN
78,split,,10,8,10,6992.29287383115,699.229287383115,0.127626125,1,4698.29287383115,345,1830,119,25,0,4,30,3160.80197645605,1537.4908973751,4,1
79,base,,10,5,10,6577.07208601975,657.707208601975,0.126028791666667,1,4350.07208601975,326,1740,161,25,0,5,34,3056.03115794468,1294.04092807507,NaN,NaN
79,split,,10,5,10,6501.55952287164,650.155952287164,0.125500041666667,1,4333.55952287164,322,1730,116,25,0,2,32,3049.39377671527,1284.16574615637,2,1
80,base,,11,7,11,6586.92058079871,598.810961890792,0.132969416666667,1,4412.92058079871,314,1685,175,25,0,5,39,3193.18478232234,1219.73579847637,NaN,NaN
80,split,,11,7,11,6554.96379718952,595.905799744502,0.13182375,1,4410.96379718952,314,1685,145,25,0,4,39,3194.21544190854,1216.74835528098,1,0
81,base,,11,8,11,7014.75800502285,637.705273183895,0.134930125,1,4668.75800502285,348,1865,133,25,0,4,30,3110.58785366399,1558.17015135885,NaN,NaN
81,split,,11,8,11,7014.75800502285,637.705273183895,0.131498125,1,4668.75800502285,348,1865,133,25,0,4,30,3110.58785366399,1558.17015135885,3,0
82,base,,11,9,11,7098.09000138962,645.280909217238,0.135274333333333,1,4840.09000138962,330,1780,148,25,0,5,40,3036.25575046992,1803.83425091969,NaN,NaN
82,split,,11,9,11,6940.08208701785,630.916553365259,0.129208,1,4738.08208701785,329,1770,103,25,0,3,38,3038.65881798854,1699.42326902931,4,1
83,base,,14,12,14,7066.999093671,504.785649547929,0.135809083333333,1,4885.999093671,306,1655,220,25,0,7,42,2991.28802578256,1894.71106788844,NaN,NaN
83,split,,14,12,14,6997.61866310478,499.829904507485,0.133571583333333,1,4882.61866310478,305,1650,160,25,0,5,41,2991.9784151215,1890.64024798328,5,1
84,base,,10,9,10,7498.17652446156,749.817652446156,0.142577708333333,1,4962.17652446156,365,1935,236,25,0,7,30,3236.95383760377,1725.22268685779,NaN,NaN
